Ibuk ID;Tytuł;Autor;ISBN;Wydawnictwo;Rok wydania;Kategoria;Podkategoria;Link do książki 
572;Polityka gospodarcza;Redakcja: Bolesław Winiarski;978-83-01-14785-3;Wydawnictwo Naukowe PWN;2006;Nauki ekonomiczne;Teoria ekonomii;Czytaj
663;Polityka pieniężna w gospodarce otwartej;Andrzej Kaźmierczak;978-83-01-15496-7;Wydawnictwo Naukowe PWN;2008;Nauki ekonomiczne;Finanse i bankowość;Czytaj
27904;Polityka regionalna w Polsce i w Unii Europejskiej;Katarzyna Kokocińska;978-83-232-2062-6;Wydawnictwo Naukowe Uniwersytetu im. Adama Mickiewicza;2010;Nauki społeczne;Nauki polityczne;Czytaj
26691;Polityka rynku pracy i źródła jej finansowania;Katarzyna Nagel, Irmgard Maria Smandek;978-83-7246-619-8;Wydawnictwo Uniwersytetu Ekonomicznego w Katowicach;2010;Nauki ekonomiczne;Teoria ekonomii;Czytaj
10490;Polonistyka bez granic tom 1-2;Redakcja: Ryszard Nycz, Władysław Miodunka, Tomasz Kunz;978-83-242-1431-0;Universitas;2010;Nauki humanistyczne;Filologia polska;Czytaj
45350;Polska i jej sąsiedzi za Jagiellonów;Krzysztof Baczkowski, Redakcja: Marcin Starzyński;978-83-7730-985-8;Avalon;2012;Nauki humanistyczne;Historia;Czytaj
565;Polski system podatkowy;Grzegorz Szczodrowski;978-83-01-14976-5;Wydawnictwo Naukowe PWN;2007;Nauki ekonomiczne;Finanse i bankowość;Czytaj
61904;Polski teatr alternatywny po 1989 roku z perspektywy Akademickich/Alternatywnych Spotkań Teatralnych;Redakcja: Artur Duda, Emilia Adamiszyn, Bartłomiej Oleszek;978-83-231-2937-0;Wydawnictwo Naukowe Uniwersytetu Mikołaja Kopernika;2012;Nauki humanistyczne;Kultura i sztuka;Czytaj
1873;Polskie dzieje. Od czasów najdawniejszych do współczesności;Małgorzata Żaryn, Alicja Dybkowska, Jan Żaryn;978-83-01-14617-7;Wydawnictwo Naukowe PWN;2007;Nauki humanistyczne;Historia;Czytaj
7341;Polsko-wschodniosłowiańskie stosunki kulturowe. W dziesiątą rocznicę śmierci prof. Ryszarda Łużnego;Redakcja: Danuta Piwowarska, Ewa Korpała-Kirszak;978-83-233-2860-5;Wydawnictwo Uniwersytetu Jagiellońskiego;2010;Nauki humanistyczne;Kulturoznawstwo;Czytaj
40494;Pomiar ryzyka przedsiębiorstwa. Modele pomiaru i ich ryzyko;Katarzyna Kuziak;978-83-7695-136-2;Wydawnictwo Uniwersytetu Ekonomicznego we Wrocławiu;2011;Nauki ekonomiczne;Metody ilościowe;Czytaj
856;Pomóż uzależnionym;Marian Łakomski;978-83-7587-802-8;Oficyna Wydawnicza IMPULS;2007;Medycyna;Inne;Czytaj
64410;Poradnik dla zarządców nieruchomości, spółdzielni, wspólnot mieszkaniowych, deweloperów i gmin cz.2;Redakcja: Praca zbiorowa;978-83-64094-09-5;Dom Wydawniczy MEDIUM;2013;Publikacje darmowe;-;Czytaj
64088;Poradnik działkowca Porady dla właścicieli działek;Krzysztof Lewandowski;978-83-7859-152-8;Wydawnictwo e-bookowo;2013;Poradniki;-;Czytaj
1593;Poradoznawstwo - kontynuacja dyskursu;Redakcja: Alicja Kargulowa;978-83-01-15973-3;Wydawnictwo Naukowe PWN;2009;Nauki społeczne;Pedagogika;Czytaj
19;Powieść angielska XX wieku;Bronisława Bałutowa;83-01-14247-2;Wydawnictwo Naukowe PWN;2004;Nauki humanistyczne;Filologie obce;Czytaj
5981;Powroty Polaków po 2004 roku. W pętli pułapki migracji;Krystyna Iglicka;978-83-7383-393-7;Wydawnictwo Naukowe Scholar;2010;Nauki społeczne;Nauki polityczne;Czytaj
43528;Powszechna historia ustroju;Marian Klementowski;978-83-01-17037-0;Wydawnictwo Naukowe PWN;2012;Nauki humanistyczne;Historia;Czytaj
1299;Pozycja płatnika składek w ubezpieczeniu społecznym i zdrowotnym;Dorota Karkowska, Arleta Nerka;978-83-7526-191-2;Wolters Kluwer Polska;2007;Prawo;Prawo pracy;Czytaj
43532;Praca kuratora sądowego w sprawach rodzinnych nieletnich i karnych;Katarzyna Jadach;978-83-232-2292-7;Wydawnictwo Naukowe Uniwersytetu im. Adama Mickiewicza;2011;Nauki społeczne;Pedagogika;Czytaj
2506;Praca socjalna. Kształcenie - działanie - konteksty;Redakcja: Anna Kanios, Marta Czechowska-Bieluga;978-83-7587-477-8;Oficyna Wydawnicza IMPULS;2010;Nauki społeczne;Pedagogika;Czytaj
40071;Prace Geograficzne vol 128 (2012);Redakcja: Wiesław Ziaja;;Wydawnictwo Uniwersytetu Jagiellońskiego;2012;Publikacje darmowe;-;Czytaj
41543;Prace Geograficzne vol 129 (2012);Redakcja: Wiesław Ziaja;978-83-233-8703-9;Wydawnictwo Uniwersytetu Jagiellońskiego;2012;Publikacje darmowe;-;Czytaj
45255;Prace Geograficzne vol 130 (2012);Redakcja: Wiesław Ziaja;;Wydawnictwo Uniwersytetu Jagiellońskiego;2012;Publikacje darmowe;-;Czytaj
92630;Prace Instytutu Elektrotechniki, zeszyt 254;Barbara Górnicka, Redakcja: Instytut Elektrotechniki w Warszawie;;Instytut Elektrotechniki;2012;Publikacje darmowe;-;Czytaj
92593;Prace Instytutu Elektrotechniki, zeszyt 255;Praca zbiorowa, Redakcja: Instytut Elektrotechniki w Warszawie;;Instytut Elektrotechniki;2012;Publikacje darmowe;-;Czytaj
92443;Prace Instytutu Elektrotechniki, zeszyt 256;Praca zbiorowa, Redakcja: Instytut Elektrotechniki w Warszawie;;Instytut Elektrotechniki;2012;Publikacje darmowe;-;Czytaj
92444;Prace Instytutu Elektrotechniki, zeszyt 257;Andrzej Sikora, Redakcja: Instytut Elektrotechniki w Warszawie;;Instytut Elektrotechniki;2012;Publikacje darmowe;-;Czytaj
92431;Prace Instytutu Elektrotechniki, zeszyt 258;Praca zbiorowa, Redakcja: Instytut Elektrotechniki w Warszawie;;Instytut Elektrotechniki;2012;Publikacje darmowe;-;Czytaj
92380;Prace Instytutu Elektrotechniki, zeszyt 259;Praca zbiorowa;;Instytut Elektrotechniki;2012;Publikacje darmowe;-;Czytaj
92354;Prace Instytutu Elektrotechniki, zeszyt 260;Praca zbiorowa, Redakcja: Instytut Elektrotechniki w Warszawie;;Instytut Elektrotechniki;2012;Publikacje darmowe;-;Czytaj
92373;Prace Instytutu Elektrotechniki, zeszyt 261;Praca zbiorowa, Redakcja: Instytut Elektrotechniki w Warszawie;;Instytut Elektrotechniki;2013;Publikacje darmowe;-;Czytaj
92301;Prace Instytutu Elektrotechniki, zeszyt 262;Praca zbiorowa, Redakcja: Instytut Elektrotechniki w Warszawie;;Instytut Elektrotechniki;2013;Publikacje darmowe;-;Czytaj
1059;Prawa człowieka. Zarys wykładu;Joanna Hołda, Zbigniew Hołda, Dorota Ostrowska, Julita Agnieszka Rybczyńska;978-83-7526-403-6;Wolters Kluwer Polska;2008;Prawo;Prawo cywilne;Czytaj
2405;Prawne podstawy przedsiębiorczości;Redakcja: Piotr Horosz;978-83-264-0379-8;Wolters Kluwer Polska;2010;Prawo;Prawo gospodarcze i handlowe;Czytaj
66258;Prawo do ochrony danych osobowych. Standardy europejskie;Mariusz Jagielski;978-83-264-5356-4;Wolters Kluwer Polska;2012;Prawo;Prawo międzynarodowe;Czytaj
978;Prawo do pomocy społecznej w polskim systemie prawnym;Stanisław Nitecki;978-83-7526-824-9;Wolters Kluwer Polska;2008;Prawo;Prawo administracyjne;Czytaj
37995;Prawo międzynarodowe publiczne i ochrona praw człowieka. Skrypt dla policjantów;Krzysztof Droliński, Dorota Mocarska, Tomasz Mosio;978-83-7462-290-5;Wydawnictwo Wyższej Szkoły Policji w Szczytnie;2011;Prawo;Prawo międzynarodowe;Czytaj
38139;Prawo o działalności leczniczej w praktyce. Przekształcenia zakładów opieki zdrowotnej;Dorota Brzezińska-Grabarczyk, Mirosław Narolski;978-83-264-3586-7;Wolters Kluwer Polska;2012;Prawo;Prawo medyczne (ochrony zdrowia);Czytaj
6689;Prawo pracy. Podręcznik dla studentów prawa;Urszula Jackowiak, Waldemar Uziak, Alina Wypych-Żywicka;978-83-7601-195-0;Wolters Kluwer Polska;2009;Prawo;Prawo pracy;Czytaj
1390;Prawo rzymskie;Wojciech Dajczak, Franciszek Longchamps, Tomasz Giaro;978-83-01-16083-8;Wydawnictwo Naukowe PWN;2009;Nauki humanistyczne;Historia;Czytaj
2094;Prawo socjalne;Wojciech Muszalski;978-83-01-16375-4;Wydawnictwo Naukowe PWN;2010;Prawo;Prawo pracy;Czytaj
66373;Prawo spadkowe;Liliana Kaltenbek-Skarbek, Waldemar Żurek;978-83-264-5062-4;Wolters Kluwer Polska;2012;Prawo;Prawo cywilne;Czytaj
1130;Prawo żywnościowe wspólnotowego rynku rolnego;Aleksander Oleszko;83-7444-279-4;Wolters Kluwer Polska;2006;Prawo;Prawo cywilne;Czytaj
1813;Prawosławie. Historia, naród;Dorota Gil;83-233-1951-0;Wydawnictwo Uniwersytetu Jagiellońskiego;2005;Nauki humanistyczne;Kulturoznawstwo;Czytaj
41889;Prestiż;Henryk Domański;978-83-231-2723-9;Wydawnictwo Naukowe Uniwersytetu Mikołaja Kopernika;2012;Nauki społeczne;Socjologia;Czytaj
6055;Problemy regionalizmu;Redakcja: Jan Rymarczyk, Wawrzyniec Michalczyk, Małgorzata Domiter;978-83-7695-095-2;Wydawnictwo Uniwersytetu Ekonomicznego we Wrocławiu;2010;Nauki ekonomiczne;Unia Europejska;Czytaj
40286;Problemy regionalizmu i globalizacji;Redakcja: Jan Rymarczyk, Wawrzyniec Michalczyk, Małgorzata Domiter;978-83-7695-167-6;Wydawnictwo Uniwersytetu Ekonomicznego we Wrocławiu;2011;Nauki ekonomiczne;Gospodarka światowa;Czytaj
40942;Problemy rozwoju regionalnego;Redakcja: Andrzej Raszkowski, Ryszard Brol;978-83-7695-105-8;Wydawnictwo Uniwersytetu Ekonomicznego we Wrocławiu;2011;Nauki ekonomiczne;Gospodarka światowa;Czytaj
43725;Problemy rozwoju regionalnego;Redakcja: Elżbieta Sobczak, Andrzej Raszkowski;978-83-7695-229-1;Wydawnictwo Uniwersytetu Ekonomicznego we Wrocławiu;2012;Nauki ekonomiczne;Gospodarka światowa;Czytaj
26646;Procesy i uwarunkowania rozwoju agroturystyki w Polsce;Jolanta Wojciechowska;978-83-7525-351-1;Wydawnictwo Uniwersytetu Łódzkiego;2009;Nauki matematyczno-przyrodnicze;Nauki o Ziemi;Czytaj
66004;Proekologiczne odnawialne źródła energii;Witold Lewandowski;978-83-7926-041-6;Wydawnictwo WNT;2013;Nauki matematyczno-przyrodnicze;Technika;Czytaj
45212;Profesor;Charlotte Brontë, Redakcja: Michał Borun;978-83-7779-118-9;MG;2012;Literatura kobieca;-;Czytaj
2069;Projektowanie portali korporacyjnych dla organizacji opartych na wiedzy;Ewa Ziemba;978-83-7246-578-8;Wydawnictwo Uniwersytetu Ekonomicznego w Katowicach;2009;Nauki ekonomiczne;Informatyka w biznesie/Business Intelligence;Czytaj
64618;Projekty regionalne i lokalne - uwarunkowania społeczne i gospodarcze;Redakcja: Henryk Brandenburg;978-83-7246-778-2;Wydawnictwo Uniwersytetu Ekonomicznego w Katowicach;2012;Nauki ekonomiczne;Zarządzanie projektami;Czytaj
40078;Promocja zdrowia w teorii i praktyce psychologicznej;Redakcja: Janusz Mastalski, Helena Wrona-Polańska;978-83-233-2658-8;Wydawnictwo Uniwersytetu Jagiellońskiego;2009;Medycyna;Inne;Czytaj
41008;Protetyka stomatologiczna. Podręcznik dla studentów stomatologii;Eugeniusz Spiechowicz;978-83-200-3686-2;Wydawnictwo Lekarskie PZWL;2009;Medycyna;Stomatologia;Czytaj
785;Prowadzenie badań jakościowych;David Silverman;978-83-01-15480-6;Wydawnictwo Naukowe PWN;2008;Nauki społeczne;Socjologia;Czytaj
2575;Prowadzenie wywiadów;Steinar Kvale;978-83-01-16293-1;Wydawnictwo Naukowe PWN;2010;Nauki społeczne;Socjologia;Czytaj
62015;Prowincja pełna gwiazd;Katarzyna Enerlich, Redakcja: Praca zbiorowa;978-83-7779-050-2;MG;2010;Literatura kobieca;-;Czytaj
62023;Prowincja pełna marzeń;Katarzyna Enerlich, Redakcja: Praca zbiorowa;978-83-7779-049-6;MG;2009;Literatura kobieca;-;Czytaj
45429;Prowincja pełna słońca;Katarzyna Enerlich;978-83-7779-051-9;MG;2011;Literatura kobieca;-;Czytaj
62041;Prowincja pełna smaków;Katarzyna Enerlich, Redakcja: Praca zbiorowa;978-83-7779-124-0;MG;2013;Literatura kobieca;-;Czytaj
2310;Przedsiębiorczy samorząd lokalny i jego instytucje;Sigmund Barczyk;978-83-7246-462-0;Wydawnictwo Uniwersytetu Ekonomicznego w Katowicach;2010;Nauki ekonomiczne;Zarządzanie, organizacja, strategie;Czytaj
1283;Przemiany intymności;Anthony Giddens;978-83-01-14943-7;Wydawnictwo Naukowe PWN;2007;Nauki społeczne;Socjologia;Czytaj
43332;Przemoc i mobbing w szkole, w domu, w miejscu pracy;Redakcja: Claire P. Monks, Iain Coyne;978-83-01-17109-4;Wydawnictwo Naukowe PWN;2012;Nauki społeczne;Psychologia;Czytaj
1182;Przestępczość zorganizowana;Wiesław Mądrzejowski;978-83-60501-82-5;Łośgraf;2008;Prawo;Bezpieczeństwo wewnętrzne;Czytaj
7267;Przestępczość zorganizowana w III RP;Kazimierz Turaliński;978-83-925811-5-4;Wydawnictwo e-bookowo;2011;Nauki humanistyczne;Historia;Czytaj
196;Przestępstwa seksualne;Kazimierz Pospiszyl;83-01-14515-3;Wydawnictwo Naukowe PWN;2006;Nauki społeczne;Pedagogika;Czytaj
42507;Przestrzenie biblioteki;Tomasz Kruszewski;978-83-231-2830-4;Wydawnictwo Naukowe Uniwersytetu Mikołaja Kopernika;2012;Nauki humanistyczne;Filologia polska;Czytaj
23130;Przestrzenie Wacława Potockiego;Krystyna Krawiec-Złotkowska;978-83-7467-044-9;Wydawnictwo Naukowe Akademii Pomorskiej w Słupsku;2009;Nauki humanistyczne;Filologia polska;Czytaj
93978;Przewlekłe zapalenie trzustki u dzieci - diagnostyka i leczenie;Grzegorz Oracz;978-83-917484-4-2;Wydawnictwo Instytut Pomnik-Centrum Zdrowia Dziecka;2013;Publikacje darmowe;-;Czytaj
1904;Przewodnik do oznaczania zbiorowisk roślinnych Polski;Władysław Matuszkiewicz;978-83-01-14439-5;Wydawnictwo Naukowe PWN;2008;Nauki matematyczno-przyrodnicze;Biologia;Czytaj
4796;Przewodnik po świecie aniołów;Katarzyna Krzan;978-83-61184-01-0;Wydawnictwo e-bookowo;2008;Nauki humanistyczne;Kulturoznawstwo;Czytaj
42668;Przewodnik z Tybetu;Ben poll;978-83-933996-2-8;Psychoskok;2012;Literatura piękna;Kryminał, sensacja, thriller;Czytaj
40479;Przysięga Gertrudy. Opowieść o miłości i dobroci w czasie wojny i Zagłady;Ram Oren;978-83-01-16934-3;Dom Wydawniczy PWN Sp. z o.o.;2012;Literatura faktu;-;Czytaj
5550;Przywództwo wyższego stopnia. Blanchard o przywództwie i tworzeniu efektywnych organizacji;Ken Blanchard;978-83-01-15104-1;Wydawnictwo Naukowe PWN;2011;Nauki ekonomiczne;Zarządzanie zasobami ludzkimi (HR);Czytaj
43649;Psychiatria podręcznik dla studentów medycyny;Marek Jarema;978-83-200-4180-4;Wydawnictwo Lekarskie PZWL;2011;Medycyna;Neurologia;Czytaj
38011;Psychiatria w praktyce;Redakcja: Marek Jarema;978-83-62510-06-1;Oficyna Wydawnicza Medical Education sp. z o.o.;2011;Medycyna;Inne;Czytaj
2082;Psychologia a wyzwania dzisiejszej pracy;Duane Schultz, Sydney Ellen Schultz;978-83-01-13445-7;Wydawnictwo Naukowe PWN;2008;Nauki ekonomiczne;Zarządzanie zasobami ludzkimi (HR);Czytaj
43918;Psychologia i życie;Philip G. Zimbardo, Richard J. Gerrig;978-83-01-17257-2;Wydawnictwo Naukowe PWN;2012;Nauki społeczne;Psychologia;Czytaj
1263;Psychologia stresu;Władysław Łosiak;978-83-60501-49-8;Łośgraf;2008;Nauki społeczne;Psychologia;Czytaj
1555;Psychologia temperamentu;Jan Strelau;978-83-01-13423-5;Wydawnictwo Naukowe PWN;2009;Nauki społeczne;Psychologia;Czytaj
691;Psychologia terroryzmu;John Horgan;978-83-01-15391-5;Wydawnictwo Naukowe PWN;2008;Nauki społeczne;Psychologia;Czytaj
694;Psychologia turystyki;Ryszard Winiarski, Janusz Zdebski;978-83-60501-08-5;Łośgraf;2008;Nauki społeczne;Psychologia;Czytaj
6035;Psychologia uzależnień - alkoholizm;Lidia Cierpiałkowska, Michał Ziarko;978-83-60807-58-3;Łośgraf;2010;Nauki społeczne;Psychologia;Czytaj
43565;Psychologia. Kluczowe koncepcje. Tom 1;Philip G. Zimbardo, Robert L. Johnson, Vivian McCann;978-83-01-16241-2;Wydawnictwo Naukowe PWN;2012;Nauki społeczne;Psychologia;Czytaj
43518;Psychologia. Kluczowe koncepcje. Tom 2;Philip G. Zimbardo, Robert L. Johnson, Vivian McCann;978-83-01-16300-6;Wydawnictwo Naukowe PWN;2012;Nauki społeczne;Psychologia;Czytaj
43566;Psychologia. Kluczowe koncepcje. Tom 3;Philip G. Zimbardo, Robert L. Johnson, Vivian McCann;978-83-01-16330-3;Wydawnictwo Naukowe PWN;2012;Nauki społeczne;Psychologia;Czytaj
43597;Psychologia. Kluczowe koncepcje. Tom 4;Philip G. Zimbardo, Robert L. Johnson, Vivian McCann;978-83-01-16396-9;Wydawnictwo Naukowe PWN;2012;Nauki społeczne;Psychologia;Czytaj
43591;Psychologia. Kluczowe koncepcje. Tom 5;Philip G. Zimbardo, Robert L. Johnson, Vivian McCann;978-83-01-16399-0;Wydawnictwo Naukowe PWN;2010;Nauki społeczne;Psychologia;Czytaj
40876;Psychologiczne aspekty wdrażania zmian w PUP;Roman Dorczak;978-83-233-2359-4;Wydawnictwo Uniwersytetu Jagiellońskiego;2007;Publikacje darmowe;-;Czytaj
1631;Psychoruchowy rozwój dziecka;Elżbieta Maria Minczakiewicz;978-83-7587-148-7;Oficyna Wydawnicza IMPULS;2009;Nauki społeczne;Pedagogika;Czytaj
1122;Psychospołeczne funkcjonowanie osób z zespołem Downa;Ewa Zasępa;978-83-7587-062-6;Oficyna Wydawnicza IMPULS;2008;Nauki społeczne;Pedagogika;Czytaj
1335;Psychospołeczne skutki transformacji ustrojowej a radzenie sobie osób z ograniczeniem sprawności na rynku pracy;Radosław Kaczan, Kamil Sijko;978-83-89281-61-6;Academica Wydawnictwo SWPS;2008;Publikacje darmowe;-;Czytaj
36195;Psychospołeczne uwarunkowania funkcjonowania osób dorosłych z mózgowym porażeniem dziecięcym;Dominika Kurpiel;978-83-7587-874-5;Oficyna Wydawnicza IMPULS;2011;Nauki społeczne;Pedagogika;Czytaj
40573;Psychospołeczne warunki pracy polskich nauczycieli;Redakcja: Jacek Pyżalski, Dorota Merecz;978-83-7850-049-0;Oficyna Wydawnicza IMPULS;2010;Publikacje darmowe;-;Czytaj
369;Public relations;Redakcja: Dariusz Tworzydło, Jerzy Olędzki;978-83-01-14866-9;Wydawnictwo Naukowe PWN;2008;Nauki ekonomiczne;Public Relations;Czytaj
40129;Public Relations jako funkcja zarządzania w organizacjach;Redakcja: Anna Adamus-Matuszyńska, Waldemar Kostewicz;978-83-7246-691-4;Wydawnictwo Uniwersytetu Ekonomicznego w Katowicach;2011;Nauki ekonomiczne;Public Relations;Czytaj
2386;Public Relations. Efektywne komunikowanie w teorii i praktyce;Redakcja: Renata Maćkowska;978-83-7246-479-8;Wydawnictwo Uniwersytetu Ekonomicznego w Katowicach;2010;Nauki ekonomiczne;Public Relations;Czytaj
18831;Rachunek prawdopodobieństwa i statystyka;Krystyna Bieńkowska-Lipińska, Dominik Jagiełło, Rafał Maj;978-83-62287-07-9;Ośrodek Kształcenia na Odległość Politechniki Warszawskiej OKNO;2010;Publikacje darmowe;-;Czytaj
40954;Rachunkowość a controlling;Redakcja: Edward Nowak, Maria Nieplowicz;978-83-7695-121-8;Wydawnictwo Uniwersytetu Ekonomicznego we Wrocławiu;2011;Nauki ekonomiczne;Rachunkowość i controlling;Czytaj
43821;Rachunkowość a controlling;Redakcja: Edward Nowak, Maria Nieplowicz;978-83-7695-241-3;Wydawnictwo Uniwersytetu Ekonomicznego we Wrocławiu;2012;Nauki ekonomiczne;Rachunkowość i controlling;Czytaj
66511;Rachunkowość budżetowa;Kazimiera Winiarska, Monika Kaczurak-Kozak;978-83-264-5500-1;Wolters Kluwer Polska;2013;Nauki ekonomiczne;Rachunkowość i controlling;Czytaj
70103;Rachunkowość finansowa z uwzględnieniem MSSF;Redakcja: Józef Pfaff, Zbigniew Messner;978-83-01-16668-7;Wydawnictwo Naukowe PWN;2011;Nauki ekonomiczne;Rachunkowość i controlling;Czytaj
26688;Rachunkowość zarządcza i controlling;Mieczysław Dobija;978-83-01-15068-6;Wydawnictwo Naukowe PWN;2008;Nauki ekonomiczne;Rachunkowość i controlling;Czytaj
6669;Rachunkowość, audyt i kontrola w zarządzaniu;Irena Sobańska, Redakcja: Mikołaj Turzyński;978-83-7525-552-2;Wydawnictwo Uniwersytetu Łódzkiego;2011;Nauki ekonomiczne;Rachunkowość i controlling;Czytaj
10492;Radiofonia publiczna w Europie w erze cyfrowej;Stanisław Jędrzejewski;978-83-242-1457-0;Universitas;2010;Nauki humanistyczne;Filologia polska;Czytaj
40990;Receptura apteczna. Podręcznik dla studentów farmacji;Redakcja: Renata Jachowicz;978-83-200-4261-0;Wydawnictwo Lekarskie PZWL;2008;Medycyna;Farmakologia;Czytaj
41983;Rehab;Wiktor Osiatyński;978-83-244-0266-3;Iskry;2003;Literatura faktu;-;Czytaj
42384;Religie i religijność w świecie współczesnym;Redakcja: Marek Szulakiewicz;978-83-231-2700-0;Wydawnictwo Naukowe Uniwersytetu Mikołaja Kopernika;2011;Publikacje darmowe;-;Czytaj
560;Renesans;Adam Karpiński;978-83-01-15409-7;Wydawnictwo Naukowe PWN;2007;Nauki humanistyczne;Filologia polska;Czytaj
362;Repetytorium ze statystyki;Mariola Piłatowska;978-83-01-15040-2;Wydawnictwo Naukowe PWN;2008;Nauki ekonomiczne;Metody ilościowe;Czytaj
1793;Resocjalizacja;Robert Opora;978-83-7587-315-3;Oficyna Wydawnicza IMPULS;2010;Nauki społeczne;Pedagogika;Czytaj
486;Resocjalizacja, t. 1;Redakcja: Bronisław Urban, Jan M. Stanik;978-83-01-15404-2;Wydawnictwo Naukowe PWN;2008;Nauki społeczne;Pedagogika;Czytaj
485;Resocjalizacja, t. 2;Redakcja: Bronisław Urban, Jan M. Stanik;978-83-01-15405-9;Wydawnictwo Naukowe PWN;2008;Nauki społeczne;Pedagogika;Czytaj
824;Retoryka;Redakcja: Piotr Wilczek, Maria Bartowska, Agnieszka Budzyńska-Daca;978-83-01-15678-7;Wydawnictwo Naukowe PWN;2008;Nauki humanistyczne;Filologia polska;Czytaj
64734;Rocznik Samorządowy 2012 tom 1;Redakcja: Karol Dąbrowski;;Fundacja Obywatelskiego Rozwoju Ryki;2012;Publikacje darmowe;-;Czytaj
41513;Rodzina;Redakcja: Maria Świątkiewicz-Mośny;978-83-233-3222-0;Wydawnictwo Uniwersytetu Jagiellońskiego;2011;Nauki społeczne;Socjologia;Czytaj
43219;Rodzina w kryzysie;Beata Maria Nowak;978-83-01-16586-4;Wydawnictwo Naukowe PWN;2012;Nauki społeczne;Pedagogika;Czytaj
2590;Rola państwa w gospodarce rynkowej na progu XXI wieku;Redakcja: Anna Dybała, Stanisław Korenik;978-83-7695-029-7;Wydawnictwo Uniwersytetu Ekonomicznego we Wrocławiu;2010;Nauki ekonomiczne;Teoria ekonomii;Czytaj
514;Romantyzm;Alina Witkowska, Ryszard Przybylski;978-83-01-13848-6;Wydawnictwo Naukowe PWN;2007;Nauki humanistyczne;Filologia polska;Czytaj
839;Rosja w XXI wieku;Agnieszka Bryc;978-83-60501-97-9;Łośgraf;2008;Nauki społeczne;Nauki polityczne;Czytaj
61398;Rozprawy Naukowe Akademii Wychowania Fizycznego we Wrocławiu, 36;Praca zbiorowa;;Wydawnictwo Akademii Wychowania Fizycznego we Wrocławiu;2012;Publikacje darmowe;-;Czytaj
62169;Rozprawy Naukowe Akademii Wychowania Fizycznego we Wrocławiu, 37;Praca zbiorowa;;Wydawnictwo Akademii Wychowania Fizycznego we Wrocławiu;2012;Publikacje darmowe;-;Czytaj
63455;Rozprawy Naukowe Akademii Wychowania Fizycznego we Wrocławiu, 38;Praca zbiorowa;;Wydawnictwo Akademii Wychowania Fizycznego we Wrocławiu;2012;Publikacje darmowe;-;Czytaj
64739;Rozprawy Naukowe Akademii Wychowania Fizycznego we Wrocławiu, 39;Praca zbiorowa;;Wydawnictwo Akademii Wychowania Fizycznego we Wrocławiu;2012;Publikacje darmowe;-;Czytaj
2100;Rozwój zawodowy pracownika;Katarzyna Januszkiewicz;978-83-7525-273-6;Wydawnictwo Uniwersytetu Łódzkiego;2009;Nauki ekonomiczne;Zarządzanie zasobami ludzkimi (HR);Czytaj
